entity1,entity2,relation
阿尔法德·布莱克,帕勒克斯·布莱克,父亲
阿尔法德·布莱克,德鲁埃拉·罗齐尔,弟媳
阿尔法德·布莱克,沃尔布加·布莱克,姐姐
阿尔法德·布莱克,纳西莎·马尔福,侄女
阿尔法德·布莱克,西格纳斯·布莱克三世,弟弟
阿尔法德·布莱克,贝拉特里克斯·莱斯特兰奇,侄女
阿尔法德·布莱克,雷古勒斯·布莱克,外甥
阿布拉克萨斯·马尔福,卢修斯·马尔福,儿子
阿布拉克萨斯·马尔福,塞普蒂默斯·马尔福,祖先
阿布拉克萨斯·马尔福,尼古拉斯·马尔福,祖先
阿布拉克萨斯·马尔福,布鲁图斯·马尔福,祖先
阿布拉克萨斯·马尔福,德拉科·马尔福,孙子
阿布拉克萨斯·马尔福,斯科皮·马尔福,曾孙
阿布拉克萨斯·马尔福,斯莱特林,从属
阿布拉克萨斯·马尔福,纳西莎·马尔福,儿媳
阿布拉克萨斯·马尔福,阿斯托里亚·格林格拉斯,孙媳
阿布拉克萨斯·马尔福,阿曼德·马尔福,祖先
阿布拉克萨斯·马尔福,霍格沃茨魔法学校,从属
阿布拉克萨斯·马尔福,马尔福家族,从属
阿拉戈克,禁林八眼巨蛛群落,从属
阿拉戈克,莫萨格,妻子
阿拉戈克,鲁伯·海格,从属
阿拉斯托·穆迪,傲罗办公室,从属
阿拉斯托·穆迪,先遣警卫,从属
阿拉斯托·穆迪,凤凰社,从属
阿拉斯托·穆迪,霍格沃茨魔法学校,从属
阿拉斯托·穆迪,魔法部,从属
阿斯托里亚·格林格拉斯,卢修斯·马尔福,公公
阿斯托里亚·格林格拉斯,德拉科·马尔福,丈夫
阿斯托里亚·格林格拉斯,斯科皮·马尔福,儿子
阿斯托里亚·格林格拉斯,格林格拉斯家族,从属
阿斯托里亚·格林格拉斯,纳西莎·马尔福,婆婆
阿斯托里亚·格林格拉斯,达芙妮·格林格拉斯,姐姐
阿斯托里亚·格林格拉斯,马尔福家族,从属
阿格斯·费尔奇,洛丽丝夫人,从属
阿格斯·费尔奇,霍格沃茨魔法学校,从属
阿莫斯·迪戈里,塞德里克·迪戈里,儿子
阿莫斯·迪戈里,英国魔法部,从属
阿莫斯·迪戈里,迪戈里夫人,妻子
阿莫斯·迪戈里,迪戈里家族,从属
阿诺德·皮斯古德,打击手,职业
阿诺德·皮斯古德,记忆注销员(曾经),职业
雅各布·科瓦尔斯基,科瓦尔斯基先生,兄弟
雅各布·科瓦尔斯基,科瓦尔斯基烘焙坊店主,职业
雅各布·科瓦尔斯基,美国远征军士兵,职业
雅各布·科瓦尔斯基,莫顿·戴尔罐头厂工人(曾经),职业
雅各布·科瓦尔斯基的兄弟,雅各布·科瓦尔斯基,兄弟
雅各布·科瓦尔斯基的祖母,科瓦尔斯基先生,孙辈
雅各布·科瓦尔斯基的祖母,雅各布·科瓦尔斯基,孙辈
雅各布·科瓦尔斯基的祖父,科瓦尔斯基先生,孙辈
雅各布·科瓦尔斯基的祖父,雅各布·科瓦尔斯基,孙辈
雷古勒斯·布莱克,伊尔玛·布莱克,原姓克拉布
雷古勒斯·布莱克,伊格内修斯·普威特,姑父
雷古勒斯·布莱克,卢克丽霞·布莱克,姑母
雷古勒斯·布莱克,奥赖恩·布莱克,父亲
雷古勒斯·布莱克,安多米达·唐克斯,原姓布莱克
雷古勒斯·布莱克,小天狼星·布莱克,哥哥
雷古勒斯·布莱克,布莱克家族,从属
雷古勒斯·布莱克,帕勒克斯·布莱克,外祖父
雷古勒斯·布莱克,德鲁埃拉·布莱克,原姓罗齐尔
雷古勒斯·布莱克,斯莱特林,从属
雷古勒斯·布莱克,斯莱特林魁地奇球队,从属
雷古勒斯·布莱克,梅拉尼娅·布莱克,原姓麦克米兰
雷古勒斯·布莱克,沃尔布加·布莱克,母亲
雷古勒斯·布莱克,纳西莎·马尔福,原姓布莱克
雷古勒斯·布莱克,菲尼亚斯·奈杰勒斯·布莱克,高祖父
雷古勒斯·布莱克,西格纳斯·布莱克,舅父
雷古勒斯·布莱克,贝拉特里克斯·莱斯特兰奇,原姓布莱克
雷古勒斯·布莱克,阿克图勒斯·布莱克三世,祖父
雷古勒斯·布莱克,阿尔法德·布莱克,舅父
雷古勒斯·布莱克,霍格沃茨魔法学校,从属
雷古勒斯·布莱克,食死徒,从属
雷古勒斯·布莱克,鼻涕虫俱乐部,从属
霍滕西亚·米里法特,英国魔法部,从属
韦伯·布特,伊尔弗莫尼魔法学校,从属
韦伯·布特,伊索特·塞耶,养母
韦伯·布特,布特先生,父亲
韦伯·布特,布特夫人,妻子
韦伯·布特,布特夫人,母亲
韦伯·布特,布特家族,从属
韦伯·布特,斯图尔特家族,从属
韦伯·布特,查威克·布特,哥哥
韦伯·布特,泰瑞·布特,可能是后裔
韦伯·布特,玛莎·斯图尔特,养妹
韦伯·布特,詹姆·斯图尔特,养父
韦伯·布特,雷欧娜·斯图尔特,养妹
韦恩·霍普金斯,赫奇帕奇学院,从属
韦恩·霍普金斯,霍格沃茨魔法学校,从属
马库斯·弗林特,弗林特家族,从属
马库斯·弗林特,弗林特家族,父系或母系家族
马库斯·弗林特,斯莱特林,从属
马库斯·弗林特,斯莱特林魁地奇球队,从属
马库斯·弗林特,霍格沃茨魔法学校,从属
马法尔达·霍普柯克,英国魔法部,从属
马法尔达·霍普柯克,食死徒,从属
马琳·麦金农,凤凰社,从属
马琳·麦金农,麦金农家庭,从属
鲁伯·海格,凤凰社,从属
鲁伯·海格,哈利·波特,从属
鲁伯·海格,弗里德瓦法,母亲
鲁伯·海格,格兰芬多学院,从属
鲁伯·海格,格洛普,同母异父的弟弟
鲁伯·海格,格洛普的父亲,继父
鲁伯·海格,海格先生,父亲
鲁伯·海格,海格家庭,从属
鲁伯·海格,秋·张,师生
鲁伯·海格,芙蓉·德拉库尔,师生
鲁伯·海格,阿不思·邓布利多,从属
鲁伯·海格,霍格沃茨保护神奇动物课,职业
鲁伯·海格,霍格沃茨钥匙保管员和猎场看守,职业
鲁伯·海格,霍格沃茨魔法学校,从属
鲁弗斯·斯克林杰,傲罗办公室,从属
鲁弗斯·斯克林杰,傲罗办公室主任(曾经),职业
鲁弗斯·斯克林杰,阿不思·邓布利多,合作
鲁弗斯·斯克林杰,魔法部,从属
鲁弗斯·斯克林杰,魔法部部长(曾经),职业
鲁弗斯·福吉,康奈利·福吉,叔叔
鲁弗斯·福吉,福吉夫人,阿姨
鲁弗斯·福吉,福吉家庭,从属
鲁弗斯·福吉,魔法部,从属
鲍勃·希钦斯,埃拉朵拉·布莱克,姐姐
鲍勃·希钦斯,天狼星·布莱克一世,哥哥
鲍勃·希钦斯,约拉·布莱克,妻子
鲍勃·希钦斯,菲尼亚斯·奈杰勒斯·布莱克,哥哥
鲍曼·赖特的父亲,赖特夫人,妻子
鲍曼·赖特的父亲,鲍曼·赖特,儿子
齐格蒙特·巴奇,作家,职业
齐格蒙特·巴奇,巴奇夫人,母亲
齐格蒙特·巴奇,药剂师,职业
